Date,Close,High,Low,Volume,Log_Return,Rolling_Return_21,Rolling_Volatility_21,KMeans_Label,Rolling_Return_21_scaled,Rolling_Volatility_21_scaled,Spectral_Label,Spectral_Synced,Spectral_Regime_Name,KMeans_Name,HMM_States_KMeans,HMM_States_Spectral,HMM_KMeans,HMM_Spectral
2003-02-24,832.5800170898438,848.1699829101562,832.1599731445312,1229200000,-0.018551733389043,-0.0030332818957972,0.0142221025662089,0,-1.4223446413463363,0.5909485968803382,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-02-25,838.5700073242188,839.5499877929688,818.5399780273438,1483700000,0.0071687350619128,-0.0012790920019178,0.0129910534812035,0,-0.6586968028037096,0.4060481607539963,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-02-26,827.5499877929688,840.0999755859375,826.6799926757812,1374400000,-0.0132285552863005,-0.0011332239749562,0.0128302598183108,0,-0.5951963779692512,0.3818973622542863,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-02-27,837.280029296875,842.1900024414062,827.5499877929688,1287800000,0.0116890639786906,-0.0011940318542484,0.0127629459999338,0,-0.6216677456072973,0.3717869982348233,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-02-28,841.1500244140625,847.0,837.280029296875,1373300000,0.0046114545753611,-0.0012961571215395,0.0127045977950137,0,-0.6661257258405205,0.3630232465141721,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-03,834.8099975585938,852.3400268554688,832.739990234375,1208900000,-0.0075658810658933,-0.000555753042221,0.0117896121823365,0,-0.3438071577126178,0.2255947386715404,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-04,821.989990234375,835.4299926757812,821.9600219726562,1256600000,-0.015475933472308,-0.0019138878113317,0.0117872772266374,0,-0.9350411424138436,0.2252440342744827,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-05,829.8499755859375,829.8699951171875,819.0,1332700000,0.0095167144952858,-0.0017171185441836,0.0119485905813847,0,-0.849381986541615,0.2494728891666975,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-06,822.0999755859375,829.8499755859375,819.8499755859375,1299200000,-0.0093829196859832,-0.0014883075700612,0.0117420606375593,0,-0.7497741810052495,0.2184526177968455,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-07,828.8900146484375,829.5499877929688,811.22998046875,1368500000,0.008225461554722,-0.0008371024949648,0.0118896548791376,0,-0.4662864298898037,0.2406208968443449,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-10,807.47998046875,828.8900146484375,806.5700073242188,1255000000,-0.0261692112152951,-0.0017751832574036,0.013074382617047,0,-0.8746591773980956,0.4185639846534387,0,2,Bear Market (High Volatility),Sideways / Correction,2.0,0.0,Bear Market,Sideways
2003-03-11,800.72998046875,814.25,800.2999877929688,1427700000,-0.0083944755992309,-0.0016918263233311,0.0130238346523725,0,-0.8383715766348606,0.4109718091443916,0,2,Bear Market (High Volatility),Sideways / Correction,0.0,2.0,Sideways,Bear Market
2003-03-12,804.1900024414062,804.1900024414062,788.9000244140625,1620000000,0.0043117755028974,-0.0018455775963806,0.0129280999638797,0,-0.9053037985950368,0.3965927028436356,0,2,Bear Market (High Volatility),Sideways / Correction,0.0,2.0,Sideways,Bear Market
2003-03-13,831.9000244140625,832.02001953125,804.1900024414062,1816300000,0.0338767079332065,0.0001548035882911,0.0149920891917813,0,-0.0344820174036773,0.7065986262852635,0,2,Bear Market (High Volatility),Sideways / Correction,0.0,2.0,Sideways,Bear Market
2003-03-14,833.27001953125,841.3900146484375,828.260009765625,1541900000,0.0016454721021231,0.0008411649797354,0.0146979285080675,1,0.264310259797512,0.6624164410479646,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-17,862.7899780273438,862.7899780273438,827.1699829101562,1700420000,0.034813556070002,0.0025752112411282,0.0164401854624273,1,1.0191890126997951,0.9240989967064682,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-18,866.4500122070312,866.9400024414062,857.3599853515625,1555100000,0.0042331193654933,0.0017668771896938,0.0158862130639618,1,0.6672986310757814,0.8408937538564041,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-19,874.02001953125,874.989990234375,861.2100219726562,1473400000,0.0086988628605551,0.0012614965480023,0.0154633402615878,1,0.4472923273023992,0.7773793363264411,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-20,875.6699829101562,879.5999755859375,859.010009765625,1439100000,0.0018860070820359,0.0016904200315191,0.0153436495835465,1,0.6340146954055509,0.7594021014300801,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-21,895.7899780273438,895.9000244140625,875.8400268554688,1883710000,0.0227166978586111,0.0032267846416692,0.015771506876512,1,1.3028371061650932,0.8236651767475099,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-24,864.22998046875,895.7899780273438,862.02001953125,1293000000,-0.0358670714937721,0.0008932308206224,0.0177349369679101,1,0.2869759740362952,1.1185673740887885,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-25,874.739990234375,879.8699951171875,862.5900268554688,1333400000,0.0120877736985112,0.0023522549676488,0.0173104984930401,1,0.9221299218190838,1.0548177965389107,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-26,869.9500122070312,875.7999877929688,866.469970703125,1319700000,-0.0054909354161519,0.0017494135163123,0.0173547580540965,1,0.6596962064595349,1.0614654698459831,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-27,868.52001953125,874.1500244140625,858.0900268554688,1232900000,-0.0016451166510629,0.002301005832276,0.0170360595387931,1,0.8998197422934188,1.013597764820923,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-28,863.5,869.8800048828125,860.8300170898438,1227000000,-0.0057967385268056,0.0014683485701095,0.0169814967533631,1,0.537340787923181,1.0054025734632774,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-03-31,848.1799926757812,863.5,843.6799926757812,1495500000,-0.0179010288039518,0.000396325552047,0.0174765334145702,0,0.0706592368164642,1.0797558187323928,0,2,Bear Market (High Volatility),Sideways / Correction,0.0,2.0,Sideways,Bear Market
2003-04-01,858.47998046875,861.280029296875,847.8499755859375,1461600000,0.0120704920851234,0.0013313909401907,0.0175543620518446,1,0.4777193077035201,1.0914454817608057,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-04-02,880.9000244140625,884.5700073242188,858.47998046875,1589800000,0.0257807789627526,0.0032959962942412,0.0178848340830649,1,1.3329668709488245,1.1410815388802698,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-04-03,876.4500122070312,885.8900146484375,876.1199951171875,1339500000,-0.0050644682342895,0.0026016542594995,0.0179142701605254,1,1.030700396897291,1.1455027627182064,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-04-04,878.8499755859375,882.72998046875,874.22998046875,1241200000,0.0027345352829832,0.0031786759246884,0.0177028488079651,1,1.2818940384472726,1.1137478142186126,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-04-07,879.9299926757812,904.8900146484376,878.8499755859375,1494000000,0.0012281436508098,0.0028454703102164,0.0176689276750141,1,1.1368403312234276,1.1086529464729231,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-04-08,878.2899780273438,883.1099853515625,874.6799926757812,1235400000,-0.001865540320781,0.0040027879718599,0.0164256429299846,1,1.640653022144118,0.9219147453847384,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,2.0,Sideways,Bear Market
2003-04-09,865.989990234375,887.3499755859375,865.719970703125,1293700000,-0.0141034603345604,0.0037309315558918,0.0166862622729309,1,1.5223063339250678,0.9610591066946864,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-10,871.5800170898438,871.780029296875,862.760009765625,1275300000,0.0064343262346183,0.0038320054002595,0.016696381945734,1,1.5663066004035524,0.9625790557670112,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-11,868.2999877929688,883.3400268554688,865.9199829101562,1141600000,-0.0037704131013798,0.0020392853509935,0.0152692587732044,1,0.7858855094426308,0.7482287912480602,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-14,885.22998046875,885.260009765625,868.2999877929688,1131000000,0.0193102131772677,0.0028804634974289,0.0157262136806863,1,1.1520738426419062,0.8168622541315563,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-15,890.8099975585938,891.27001953125,881.8499755859375,1460200000,0.0062836822586098,0.0015218980778388,0.0139631223788138,1,0.5606523837630458,0.5520504325579715,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-16,879.9099731445312,896.77001953125,877.9299926757812,1587600000,-0.0123115594498683,0.0007340562294883,0.0142659646839543,1,0.2176828302925285,0.597536575214688,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-17,893.5800170898438,893.8300170898438,879.2000122070312,1430600000,0.0154162862569049,0.0010539335340764,0.0145264172284402,1,0.3569343520917533,0.6366558838208549,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-21,892.010009765625,898.010009765625,888.1699829101562,1118700000,-0.0017585310235839,0.0008803841004754,0.0145377457896151,1,0.2813834380703728,0.6383574048466422,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-22,911.3699951171876,911.739990234375,886.7000122070312,1631200000,0.0214716023106118,0.000821093836285,0.0144464890192378,1,0.2555727306585775,0.6246508704380871,0,2,Bear Market (High Volatility),"Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-23,919.02001953125,919.739990234375,909.8900146484376,1667200000,0.0083589496187748,0.0029270948416444,0.0118145644211818,1,1.1723737687460796,0.2293425013733024,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-24,911.4299926757812,919.02001953125,906.6900024414062,1648100000,-0.0082931195123263,0.0019565761173188,0.0118614370625905,1,0.7498798707466177,0.2363826526917375,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-25,898.8099975585938,911.4299926757812,897.52001953125,1335800000,-0.0139431231657273,0.0015540909863866,0.012263374154679,1,0.5746668556937488,0.2967525798763951,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-28,914.8400268554688,918.1500244140624,898.8099975585938,1273000000,0.0176775524738087,0.002474218087571,0.0127274480601038,1,0.9752238731840226,0.3664552981132824,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-29,917.8400268554688,924.239990234375,911.0999755859376,1525600000,0.0032738967977797,0.0029061531030274,0.0125858482434962,1,1.1632572452237648,0.3451873664239163,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-04-30,916.9199829101562,922.010009765625,911.7000122070312,1788510000,-0.0010029039411495,0.0037108257155418,0.0116978971827224,1,1.5135537002569814,0.2118193793990939,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-01,916.2999877929688,919.6799926757812,902.8300170898438,1397500000,-0.0006764001600831,0.0031038308467224,0.0115724725120385,1,1.2493118863019033,0.1929809134167513,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-02,930.0800170898438,930.5599975585938,912.3499755859376,1554300000,0.0149268136785583,0.0025869753569989,0.0107200079675345,1,1.024310260797502,0.0649429107238497,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-05,926.5499877929688,933.8800048828124,924.5499877929688,1446300000,-0.0038026246923319,0.0026470631447112,0.0106784315207172,1,1.0504681524655477,0.0586982343395033,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-06,934.3900146484376,939.6099853515624,926.3800048828124,1649600000,0.0084259280036025,0.002918081845693,0.0107527279066137,1,1.1684501599617434,0.0698573622103532,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-07,929.6199951171876,937.219970703125,926.4099731445312,1531900000,-0.0051180303952298,0.0026158830815959,0.0108908873641364,1,1.0368946004306927,0.0906085607304423,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-08,920.27001953125,929.6199951171876,919.719970703125,1379600000,-0.0101087687726512,0.0022233483934116,0.0112045223181458,1,0.8660132909266149,0.1377157317499879,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-09,933.4099731445312,933.77001953125,920.27001953125,1326100000,0.0141773917364098,0.0035700556348864,0.0108376077809727,1,1.4522725537864356,0.0826061030838767,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-12,945.1099853515624,946.8400268554688,929.2999877929688,1378800000,0.0124567891293209,0.0038568395822532,0.0109957211876593,1,1.5771176132064513,0.1063543339301301,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-13,942.2999877929688,947.510009765625,938.9099731445312,1418100000,-0.0029776250785519,0.003894591392864,0.0109695548753158,1,1.5935520304121569,0.1024242204821325,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-14,939.280029296875,947.2899780273438,935.239990234375,1401800000,-0.0032100267454691,0.0028221990155908,0.010476894467149,1,1.1267096869283717,0.0284278823655066,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-15,946.6699829101562,948.22998046875,938.7899780273438,1508700000,0.0078368900423799,0.0028961612910085,0.0105079891858198,1,1.1589075304762284,0.0330982298873786,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-16,944.2999877929688,948.6500244140624,938.5999755859376,1505500000,-0.0025066462131605,0.0033630619213279,0.0100042350362491,1,1.3621624109208397,-0.0425643599237048,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-19,920.77001953125,944.2999877929688,920.22998046875,1375700000,-0.0252336016180672,0.0014273529749006,0.0113918764263862,1,0.5194942607140783,0.1658558414707605,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-20,919.72998046875,925.3400268554688,912.0499877929688,1505300000,-0.0011301702506951,0.0014572749164668,0.0113839124133674,1,0.5325201173113058,0.1646596670058841,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-21,923.4199829101562,923.8499755859376,914.9099731445312,1457800000,0.0040040229440094,0.000625485422819,0.0104480919602183,1,0.1704189268057534,0.0241018192069482,1,0,Sideways / Correction,"Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-22,931.8699951171876,935.2999877929688,922.5399780273438,1448500000,0.0091091643211144,0.0006612099324543,0.010477098955127,1,0.1859708032936505,0.0284585959388079,1,0,Sideways / Correction,"Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-23,933.219970703125,935.2000122070312,927.4199829101562,1201000000,0.0014476254190736,0.0011250549291876,0.0102745128546844,1,0.3878954811236343,-0.0019693202029778,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-27,951.47998046875,952.760009765625,927.3300170898438,1532000000,0.0193777063876865,0.0027117610983978,0.0104032476092114,1,1.078632978100046,0.0173663119392271,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-28,953.219970703125,959.3900146484376,950.1199951171876,1559000000,0.0018270496802688,0.0019569752510864,0.0098219022699042,1,0.7500536248196399,-0.0699502768850534,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-29,949.6400146484376,962.0800170898438,946.22998046875,1685800000,-0.0037627153926247,0.0016218984801147,0.0098944885097696,1,0.60418535092801,-0.0590480085909941,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-05-30,963.5900268554688,965.3800048828124,949.6400146484376,1688800000,0.0145829399742661,0.0023640815237059,0.0102653531775278,1,0.927278351873308,-0.0033450803750623,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-02,967.0,979.1099853515624,963.5900268554688,1662500000,0.0035325746463077,0.0025645088954388,0.010244087979751,1,1.01452998280713,-0.0065390589021057,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-03,971.5599975585938,973.02001953125,964.469970703125,1450200000,0.0047045291089414,0.0020777334397428,0.0098630723420023,1,0.8026230359623946,-0.0637666369481764,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-04,986.239990234375,987.8499755859376,970.719970703125,1618700000,0.0149966982275855,0.0029729392930722,0.0101515902596168,1,1.1923311384494364,-0.020431980802479,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-05,990.1400146484376,990.1400146484376,978.1300048828124,1693100000,0.0039466392765006,0.0027596398298769,0.0100780783681278,1,1.099475926707685,-0.0314732796120479,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-06,987.760009765625,1007.6900024414062,986.010009765625,1837200000,-0.0024065989201963,0.0028887556144023,0.0099890828355952,1,1.1556836326798732,-0.0448401818574628,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-09,975.9299926757812,987.760009765625,972.5900268554688,1307000000,-0.0120489081214655,0.0027963680263635,0.0101233750074433,1,1.1154647361053682,-0.024669839792699,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",0.0,1.0,Sideways,Bull Market
2003-06-10,984.8400268554688,984.8400268554688,975.9299926757812,1275400000,0.0090883636738248,0.0025540333567166,0.0098956624119642,1,1.0099696883197855,-0.0588716914722058,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-11,997.47998046875,997.47998046875,981.6099853515624,1520000000,0.0127528601586206,0.0025681319771594,0.00991067609571,1,1.0161072114381058,-0.0566166744251438,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-12,998.510009765625,1002.739990234375,991.27001953125,1553100000,0.0010320987513455,0.0027590712071546,0.0098368398803955,1,1.0992283893604695,-0.0677066858469861,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-13,988.6099853515624,1000.9199829101562,984.27001953125,1271600000,-0.0099642762893709,0.0024374402764926,0.0101472889045138,1,0.9592134651692792,-0.021078033380037,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-16,1010.739990234375,1010.8599853515624,988.6099853515624,1345900000,0.0221381038476668,0.0031184504576967,0.0109739971236525,1,1.2556762111448292,0.1030914348644339,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-17,1011.6599731445312,1015.3300170898438,1007.0399780273438,1479700000,0.0009097933052538,0.0032811380538117,0.010911583063256,1,1.326498664041388,0.0937170020101312,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-18,1010.0900268554688,1015.1199951171876,1004.6099853515624,1488900000,-0.0015530571085642,0.0044087830304547,0.0088454189165333,1,1.81739400670721,-0.2166155886972072,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-19,994.7000122070312,1011.219970703125,993.0800170898438,1530100000,-0.0153535449329951,0.0037314794741547,0.0097853583915168,1,1.522544858042992,-0.075439074313091,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-20,995.6900024414062,1002.0900268554688,993.3599853515624,1698000000,0.0009947701794398,0.0035881817234609,0.0098031853386462,1,1.4601633462311048,-0.0727615122733854,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-23,981.6400146484376,995.6900024414062,977.4000244140624,1398100000,-0.014211309324766,0.0024776829784189,0.0104462723774841,1,0.9767322369113955,0.0238285225161668,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-24,983.4500122070312,987.8400268554688,979.0800170898438,1388300000,0.0018421528232438,0.0024964699976652,0.0104446818996568,1,0.9849107509309306,0.0235896367986985,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-25,975.3200073242188,991.6400146484376,974.8599853515624,1459200000,-0.0083011803202735,0.0011784277734766,0.0099422300532463,1,0.4111301704354126,-0.051877350395716,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-26,985.8200073242188,986.530029296875,973.7999877929688,1387400000,0.010708159797852,0.0016013377790758,0.0101577505885465,1,0.5952347037021357,-0.019506715092393,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
2003-06-27,976.219970703125,988.8800048828124,974.2899780273438,1267800000,-0.0097858487482853,0.0013145219049967,0.0103989551415138,1,0.4703757456928551,0.0167215942273064,2,1,"Bull Market (Low Vol, Pos Return)","Bull Market (Low Vol, Pos Return)",1.0,1.0,Bull Market,Bull Market
